,,所在地,名　称,郵便番号,住　所,電話番号,共同生活住居名称,事業者名称,"代表者職名",事業所番号,枝番,指定年月日,
,388,菊池郡菊陽町,社会医療法人芳和会　共同生活援助事業所,869-1102,菊池郡菊陽町原水下中野５５８７,096-232-3171,竜田寮,社会医療法人　芳和会,理事長,4322210041,3,2006年10月1日,外部サービス利用型
,389,菊池郡菊陽町,社会医療法人芳和会　共同生活援助事業所,869-1102,菊池郡菊陽町原水下中野５５８７,096-232-3171,すみれ荘,社会医療法人　芳和会,理事長,4322210041,4,2006年10月1日,外部サービス利用型
,390,菊池郡菊陽町,社会医療法人芳和会　共同生活援助事業所,869-1102,菊池郡菊陽町原水下中野５５８７,096-232-3171,菜の花,社会医療法人　芳和会,理事長,4322210041,5,2006年10月1日,外部サービス利用型
,391,菊池郡菊陽町,グループホーム菊陽苑,869-1102,菊池郡菊陽町原水字下大谷３８８０番地１３,096-233-9640,グループホーム菊陽苑Ａ,社会福祉法人　青生会,理事長,4322210255,1,2012年4月11日,外部サービス利用型
,392,菊池郡菊陽町,グループホーム菊陽苑,869-1102,菊池郡菊陽町原水字下大谷３８８０番地１３,096-233-9640,グループホーム菊陽苑Ｂ,社会福祉法人　青生会,理事長,4322210255,2,2012年4月11日,外部サービス利用型
,393,菊池郡菊陽町,グループホーム菊陽苑,869-1102,菊池郡菊陽町原水字下大谷３８８０番地１３,096-233-9640,グループホーム菊陽苑Ｃ,社会福祉法人　青生会,理事長,4322210255,3,2012年4月11日,外部サービス利用型
,394,菊池郡大津町,わおん大津,869-1233,菊池郡大津町大津９５８－７,0962739570,わおん大津,株式会社ラフターパートナー,代表取締役,4322210263,1,2021年8月1日,介護サービス包括型
,395,宇土市,あじさいホーム,869-0401,宇土市住吉町９５５番地１,0964-24-3351,あじさい,社会福祉法人　三ツ葉会,理事長,4322300023,1,2006年12月1日,介護サービス包括型
,396,宇土市,ライフサポートセンターリアン,869-0425,宇土市栗崎町字大平１２９６番,0964-23-5878,ピアステージ壱番館,特定非営利活動法人　まちくらネットワーク熊本,理事長,4322300080,1,2014年4月1日,介護サービス包括型
,397,宇土市,ライフサポートセンターリアン,869-0425,宇土市栗崎町字大平１２９６番,0964-23-5878,ピアステージ弐番館,特定非営利活動法人　まちくらネットワーク熊本,理事長,4322300080,2,2014年4月1日,介護サービス包括型
,398,宇土市,ライフサポートセンターリアン,869-0425,宇土市栗崎町字大平１２９６番,0964-23-5878,ピアステージ参番館,特定非営利活動法人　まちくらネットワーク熊本,理事長,4322300080,3,2014年4月1日,介護サービス包括型
,399,宇土市,支援センター　銀河カレッジ,869-0408,宇土市築籠町１４１番地の２,0964-23-1090,メゾン銀河,社会福祉法人　銀河の会,理事長,4322300114,1,2010年12月1日,介護サービス包括型
,400,宇土市,支援センター　銀河カレッジ,869-0408,宇土市築籠町１４１番地の２,0964-23-1090,メゾンルナ,社会福祉法人　銀河の会,理事長,4322300114,2,2010年12月1日,介護サービス包括型
,401,宇土市,釈光ビレッジ,869-0416,宇土市松山町２４９７番地、２４９８番地,0964-22-3007,しゃっこうビレッジ,特定非営利活動法人ＪＥＦ,理事長,4322300205,1,2014年7月16日,介護サービス包括型
,402,宇土市,釈光ビレッジ,869-0416,宇土市松山町２４９７番地、２４９８番地,0964-22-3007,釈光ビレッジ,特定非営利活動法人ＪＥＦ,理事長,4322300205,2,2014年7月16日,介護サービス包括型
,403,宇土市,グループホームまつやま,869-0416,宇土市松山町１９３９－１,0964-22-5501,グループホームまつやまA,医療法人　再生会,理事長,4322300254,1,2017年6月1日,外部サービス利用型
,404,宇土市,グループホームまつやま,869-0416,宇土市松山町１９３９－１,0964-22-5501,グループホームまつやまB,医療法人　再生会,理事長,4322300254,2,2017年6月1日,外部サービス利用型
,405,宇土市,グループホームあおの郷,869-0436,宇土市定府町字新屋敷３４番地,0964-26-1500,グループホームあおの郷,株式会社ライフサポートハラダ,代表取締役,4322300312,1,2019年9月1日,介護サービス包括型
,406,宇土市,銀河フィオーレ,869-0422,宇土市入地町２７０－１,0964-42-9901,カーサ銀河,社会福祉法人銀河の会,理事長,4322300320,1,2021年2月1日,介護サービス包括型
,407,熊本市中央区,グループホームこばと,862-0949,熊本市中央区国府一丁目１８番２５号,096-371-8112,グループホームこばと,医療法人社団　牧野皮膚科医院,理事長,4322440035,1,2006年10月1日,介護サービス包括型
,408,熊本市,グループホーム託麻,861-8045,熊本市小山４丁目９番９２号,096-388-2606,アビリオ・カーサ,社会福祉法人　桜木会,理事長,4322440043,1,2006年10月1日,介護サービス包括型
,409,熊本市,もみの木ホーム,862-0938,熊本市長嶺東５丁目６番１２３号,096-380-3661,ホーム長嶺,社会福祉法人　長嶺会,理事長,4322440068,1,2006年10月1日,介護サービス包括型
,410,熊本市,もみの木ホーム,862-0938,熊本市長嶺東５丁目６番１２３号,096-380-3661,フィアハイム,社会福祉法人　長嶺会,理事長,4322440068,2,2006年10月1日,介護サービス包括型
,411,熊本市,もみの木ホーム,862-0938,熊本市長嶺東５丁目６番１２３号,096-380-3661,もみの木ホーム,社会福祉法人　長嶺会,理事長,4322440068,3,2006年10月1日,介護サービス包括型
,412,熊本市,医療法人富尾会　グループホーム事業所,860-0082,熊本市池田３丁目４０番６号,096-352-6264,第２入江ハイツ,医療法人　富尾会,理事長,4322440076,3,2006年10月1日,外部サービス利用型
,413,上天草市,みゆきホーム,861-6103,上天草市松島町今泉６１７２番地,0969-56-2111,みゆきホーム,社会福祉法人　恵山会,理事長,4322600091,1,2011年4月1日,介護サービス包括型
,414,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームこすもす,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,1,2006年10月1日,外部サービス利用型
,415,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームつばき,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,2,2006年10月1日,外部サービス利用型
,416,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームしゃくやく,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,3,2006年10月1日,外部サービス利用型
,417,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームはなしょうぶ,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,4,2006年10月1日,外部サービス利用型
,418,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームあさがお,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,7,2006年10月1日,外部サービス利用型
,419,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームひごぎく,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,8,2006年10月1日,外部サービス利用型
,420,宇城市,熊本こすもす園共同生活援助事業所,869-0524,宇城市松橋町豊福１７８６番地,0964-33-4551,グループホームさざんか,社会福祉法人　熊本県手をつなぐ育成会,会長,4322700016,9,2006年10月1日,外部サービス利用型
,421,宇城市,第一きぼうの家,869-0523,宇城市松橋町豊福１６５番地,0964-32-0444,第一きぼうの家,社会福祉法人　清香会,理事長,4322700024,1,2006年10月1日,介護サービス包括型
,422,宇城市,第一きぼうの家,869-0523,宇城市松橋町豊福１６５番地,0964-32-0444,竹崎てらすＡ,社会福祉法人　清香会,理事長,4322700024,2,2006年10月1日,介護サービス包括型
,423,宇城市,第一きぼうの家,869-0523,宇城市松橋町豊福１６５番地,0964-32-0444,竹崎てらすＢ,社会福祉法人　清香会,理事長,4322700024,3,2006年10月1日,介護サービス包括型
,424,宇城市,あおば病院グループホーム事業所,869-0513,宇城市松橋町萩尾２０３７番地１,0964-32-7772,れんこんハイツ,医療法人社団　明心会,理事長,4322700057,2,2006年10月1日,外部サービス利用型
,425,宇城市,グループホームみすみ,869-3205,宇城市三角町波多２８６４番地１０３,0964-53-1600,グループホームしおさい,社会福祉法人東康会,理事長,4322700065,1,2006年10月1日,外部サービス利用型
,426,宇城市,グループホームみすみ,869-3205,宇城市三角町波多２８６４番地１０３,0964-53-1600,グループホームゆうなぎ,社会福祉法人東康会,理事長,4322700065,2,2006年10月1日,外部サービス利用型
,427,宇城市,グループホームみすみ,869-3205,宇城市三角町波多２８６４番地１０３,0964-53-1600,グループホームこちょうえん,社会福祉法人東康会,理事長,4322700065,4,2006年10月1日,外部サービス利用型
,428,宇城市,グループホームみすみ,869-3205,宇城市三角町波多２８６４番地１０３,0964-53-1600,グループホーム　ぱぁ～る,社会福祉法人東康会,理事長,4322700065,5,2006年10月1日,外部サービス利用型
,429,宇城市,グループホーム日向,869-0502,宇城市松橋町松橋４３８－１,0964-32-8522,グループホーム日向Ⅰ,特定非営利法人　ジョブパートナー,理事長,4322700230,1,2008年10月1日,外部サービス利用型
,430,宇城市,グループホーム日向,869-0502,宇城市松橋町松橋４３８－１,0964-32-8522,グループホーム日向Ⅱ,特定非営利法人　ジョブパートナー,理事長,4322700230,2,2008年10月1日,外部サービス利用型
,431,宇城市,グループホーム日向,869-0502,宇城市松橋町松橋４３８－１,0964-32-8522,グループホーム日向Ⅲ,特定非営利法人　ジョブパートナー,理事長,4322700230,3,2008年10月1日,外部サービス利用型
,432,宇城市,グループホーム日向,869-0502,宇城市松橋町松橋４３８－１,0964-32-8522,グループホーム日向Ⅳ,特定非営利法人　ジョブパートナー,理事長,4322700230,4,2008年10月1日,外部サービス利用型
,433,宇城市,グループホーム日向,869-0502,宇城市松橋町松橋４３８－１,0964-32-8522,グループホーム日向Ⅴ,特定非営利法人　ジョブパートナー,理事長,4322700230,5,2008年10月1日,外部サービス利用型
,434,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,グループホームまいふれんど,社会福祉法人東康会,理事長,4322700263,1,2009年4月1日,外部サービス利用型
,435,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,グループホームまいはぁ～と,社会福祉法人東康会,理事長,4322700263,2,2009年4月1日,外部サービス利用型
,436,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,グループホームまいどり～む,社会福祉法人東康会,理事長,4322700263,3,2009年4月1日,外部サービス利用型
,437,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,はっぴぃ～はうす,社会福祉法人東康会,理事長,4322700263,4,2009年4月1日,外部サービス利用型
,438,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,ぴ～ちはうす,社会福祉法人東康会,理事長,4322700263,5,2009年4月1日,外部サービス利用型
,439,宇城市,グループホームともに,869-0502,宇城市松橋町松橋８２４番地１,0964-32-1777,野の花はうす,社会福祉法人東康会,理事長,4322700263,6,2009年4月1日,外部サービス利用型
,440,宇城市,熊本県りんどう荘,869-0524,宇城市松橋町豊福２８３２番地,0964-32-1930,熊本県りんどう荘Ⅰ,社会福祉法人　熊本県社会福祉事業団,理事長,4322700305,1,2010年4月1日,介護サービス包括型
,441,宇城市,熊本県りんどう荘,869-0524,宇城市松橋町豊福２８３２番地,0964-32-1930,熊本県りんどう荘Ⅱ,社会福祉法人　熊本県社会福祉事業団,理事長,4322700305,2,2010年4月1日,介護サービス包括型
,442,宇城市,熊本県りんどう荘,869-0524,宇城市松橋町豊福２８３２番地,0964-32-1930,熊本県りんどう荘Ⅲ,社会福祉法人　熊本県社会福祉事業団,理事長,4322700305,3,2010年4月1日,介護サービス包括型
,443,宇城市,熊本県りんどう荘,869-0524,宇城市松橋町豊福２８３２番地,0964-32-1930,熊本県りんどう荘Ⅳ,社会福祉法人　熊本県社会福祉事業団,理事長,4322700305,4,2010年4月1日,介護サービス包括型
,444,宇城市,憩っと,869-0502,宇城市松橋町松橋４０２－４,0964-31-7896,憩っと,ＮＰＯ法人　夢・さぽーと,理事長,4322700339,1,2011年8月17日,外部サービス利用型
,445,宇城市,ＴＥＮ・ＳＨＩ　Ⅱ,869-0532,宇城市松橋町久具１３４番地,0964-32-1075,ＴＥＮ・ＳＨＩＢ,株式会社　天使の翼,代表取締役,4322700420,1,2012年12月18日,外部サービス利用型
,446,宇城市,ＴＥＮ・ＳＨＩ　Ⅱ,869-0532,宇城市松橋町久具１３４番地,0964-32-1075,ＴＥＮ・ＳＨＩＢ,株式会社　天使の翼,代表取締役,4322700420,2,2012年12月18日,外部サービス利用型
,447,宇城市,ケアホームたけんこ,869-0532,宇城市松橋町久具２５８４番地,0964-27-5700,ケアホームたけんこ,社会福祉法人　グリーンコープ,理事長,4322700453,1,2014年4月1日,介護サービス包括型
,448,宇城市,宇城きぼうの家一番館,869-0552,宇城市不知火町高良２７１０番地,0964-32-5948,宇城きぼうの家一番館,ＮＰＯ法人　宇城きぼうの家,理事長,4322700495,1,2014年1月1日,外部サービス利用型
,449,宇城市,ワークセンターみすみ　共同生活援助事業所,869-3205,宇城市三角町波多六反田３１１８－１６,0964-53-0851,三角更生寮,社会福祉法人天水福祉事業会,理事長,4322700529,1,2014年4月1日,介護サービス包括型
,450,宇城市,ワークセンターみすみ　共同生活援助事業所,869-3205,宇城市三角町波多六反田３１１８－１６,0964-53-0851,サキハウス,社会福祉法人天水福祉事業会,理事長,4322700529,2,2014年4月1日,介護サービス包括型
,451,宇城市,ワークセンターみすみ　共同生活援助事業所,869-3205,宇城市三角町波多六反田３１１８－１６,0964-53-0851,ササホーム,社会福祉法人天水福祉事業会,理事長,4322700529,3,2014年4月1日,介護サービス包括型
,452,宇城市,リバティ　宇城,869-0511,宇城市松橋町曲野２４５８－２,0964-27-5102,リバティ　宇城Ⅰ,有限会社　リバティ,代表取締役,4322700693,1,2018年11月1日,介護サービス包括型
,453,宇城市,グループホーム　まつの実,869-0532,宇城市松橋町久具２４４０番地,0964-32-3500,グループホーム　まつの実,社会福祉法人まつの木会,理事長,4322700701,1,2020年8月1日,介護サービス包括型
,454,宇城市,グループホーム　ぱれっと,869-0561,宇城市松橋町豊福１１９８－１コンフォートおがたＡ棟１０２Ａ棟１０３,0964-27-5271,グループホーム　ぱれっとＡ,株式会社パレット,代表取締役,4322700719,1,2021年4月1日,外部サービス利用型
,455,宇城市,グループホーム　ぱれっと,869-0561,宇城市松橋町豊福１１９８－１コンフォートおがたＡ棟１０２Ａ棟１０３,0964-27-5271,グループホーム　ぱれっとＡ,株式会社パレット,代表取締役,4322700719,2,2021年4月1日,外部サービス利用型
,456,宇城市,宇城きぼうの家二番館,869-0552,宇城市不知火町高良字東割２２０３番地,0964-32-5066,宇城きぼうの家二番館,ＮＰＯ法人宇城きぼうの家,理事長,4322700727,1,2021年4月15日,外部サービス利用型
,457,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,治誠寮,社会福祉法人　やまなみ会,理事長,4322800105,1,2012年4月1日,外部サービス利用型
,458,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,第二治誠寮,社会福祉法人　やまなみ会,理事長,4322800105,2,2012年4月1日,外部サービス利用型
,459,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,くんわホーム,社会福祉法人　やまなみ会,理事長,4322800105,3,2012年4月1日,外部サービス利用型
,460,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,かがやきハイツ,社会福祉法人　やまなみ会,理事長,4322800105,4,2012年4月1日,外部サービス利用型
,461,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,グリーンハウス,社会福祉法人　やまなみ会,理事長,4322800105,5,2012年4月1日,外部サービス利用型
,462,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,コーポ赤水,社会福祉法人　やまなみ会,理事長,4322800105,7,2012年4月1日,外部サービス利用型
,463,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,ひだまり,社会福祉法人　やまなみ会,理事長,4322800105,8,2012年4月1日,外部サービス利用型
,464,阿蘇市,くんわ,869-2225,阿蘇市黒川４３１番地,0967-34-1100,くろかわ,社会福祉法人　やまなみ会,理事長,4322800105,9,2012年4月1日,外部サービス利用型
,465,合志市,野々島学園グループホーム・ケアホーム事業所,861-1103,合志市野々島２７７４－４,096-242-6811,のぞみホーム,社会福祉法人　愛火の会,理事長,4322900020,1,2006年10月1日,介護サービス包括型
,466,合志市,野々島学園グループホーム・ケアホーム事業所,861-1103,合志市野々島２７７４－４,096-242-6811,梶尾邸,社会福祉法人　愛火の会,理事長,4322900020,2,2006年10月1日,介護サービス包括型
,467,合志市,野々島学園グループホーム・ケアホーム事業所,861-1103,合志市野々島２７７４－４,096-242-6811,DAISY GARDEN BLANC,社会福祉法人　愛火の会,理事長,4322900020,3,2006年10月1日,介護サービス包括型
,468,合志市,共生福祉会グループホーム,861-1115,合志市豊岡２０００番地１６５３,096-248-7273,泉ヶ丘ホーム,社会福祉法人　共生福祉会,理事長,4322900038,1,2006年10月1日,外部サービス利用型
,469,合志市,共生福祉会グループホーム,861-1115,合志市豊岡２０００番地１６５３,096-248-7273,黒石原荘,社会福祉法人　共生福祉会,理事長,4322900038,2,2006年10月1日,外部サービス利用型
,470,合志市,共生福祉会グループホーム,861-1115,合志市豊岡２０００番地１６５３,096-248-7273,すずかけ台ホーム,社会福祉法人　共生福祉会,理事長,4322900038,3,2006年10月1日,外部サービス利用型
,471,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス,プレジャーワーク株式会社,取締役,4322900160,1,2009年4月1日,外部サービス利用型
,472,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス　二番館,プレジャーワーク株式会社,取締役,4322900160,2,2009年4月1日,外部サービス利用型
,473,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス三番館,プレジャーワーク株式会社,取締役,4322900160,3,2009年4月1日,外部サービス利用型
,474,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス四番館,プレジャーワーク株式会社,取締役,4322900160,4,2009年4月1日,外部サービス利用型
,475,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス五番館,プレジャーワーク株式会社,取締役,4322900160,5,2009年4月1日,外部サービス利用型
,476,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス６番館,プレジャーワーク株式会社,取締役,4322900160,6,2009年4月1日,外部サービス利用型
,477,合志市,ビオシス,861-1102,合志市須屋４－６,096-327-9151,ビオシス７番館,プレジャーワーク株式会社,取締役,4322900160,7,2009年4月1日,外部サービス利用型
,478,合志市,白鳩園共同生活事業所　さくら,861-1104,合志市大字御代志７２２－１,096-242-0115,さくら　東館,社会福祉法人　山紫会,理事長,4322900244,1,2011年4月1日,外部サービス利用型
,479,合志市,白鳩園共同生活事業所　さくら,861-1104,合志市大字御代志７２２－１,096-242-0115,さくら　西館,社会福祉法人　山紫会,理事長,4322900244,2,2011年4月1日,外部サービス利用型
,480,合志市,就労支援センター　テクニカル工房,861-1104,合志市御代志１３４２,096-242-3312,ファミリーハウス　ひまわり,社会福祉法人　ひまわり福祉会,理事長,4322900251,1,2011年5月1日,介護サービス包括型
,481,合志市,就労支援センター　テクニカル工房,861-1104,合志市御代志１３４２,096-242-3312,ファミリーハウス　ひまわりⅡ号館,社会福祉法人　ひまわり福祉会,理事長,4322900251,2,2011年5月1日,介護サービス包括型
,482,合志市,グループホーム　ぞうさんのはな,861-1102,合志市須屋１６５番地５,096-348-1255,グループホーム　ぞうさんのはな,株式会社　ぞうさんのはな,代表取締役,4322900392,1,2014年4月1日,外部サービス利用型
,483,合志市,三幸会　グループホーム事業所,861-1102,合志市須屋６８０番地１,090-19261076,グリーンヒルズ須屋,合同会社三幸会,代表社員,4322900400,1,2019年12月4日,介護サービス包括型
,484,合志市,アイリー,861-1102,合志市須屋３１０１－５,080-64762485,アイリー,合同会社Ａｒｔｉｃａｌ　Ｉｒｉｅ,代表社員,4322900418,1,2020年4月22日,介護サービス包括型
,485,合志市,アイリー,861-1102,合志市須屋３１０１－５,080-64762485,Ｒｏｏｔｓ,合同会社Ａｒｔｉｃａｌ　Ｉｒｉｅ,代表社員,4322900418,2,2020年4月22日,介護サービス包括型
,486,合志市,グループホームあじ菜工房,861-1104,合志市御代志１３９８－１,096-237-7543,あじ菜ホーム,ＮＰＯ法人あじ菜工房,理事長,4322900434,1,2020年9月8日,介護サービス包括型
,487,合志市,スターホームＫＯＳＨＩ,861-1104,合志市御代志１５３５－１,096-249-1880,スターホームＫＯＳＨＩ,株式会社医療福祉ホールディングス,代表取締役,4322900442,1,2021年10月1日,日中サービス支援型
,488,合志市,日中サービス支援型　共同生活援助事業　ＤＡＩＳＹ　ＧＡＲＤＥＮ,861-1103,合志市野々島２６０４－１,096-242-6811,ＤＡＩＳＹ　ＧＡＲＤＥＮ　ＶＥＲＴ,社会福祉法人　愛火の会,理事長,4322900459,1,2021年10月1日,日中サービス支援型
,489,合志市,日中サービス支援型　共同生活援助事業　ＤＡＩＳＹ　ＧＡＲＤＥＮ,861-1103,合志市野々島２６０４－１,096-242-6811,ＤＡＩＳＹ　ＧＡＲＤＥＮ　ＢＬＡＮＣ,社会福祉法人　愛火の会,理事長,4322900459,2,2021年10月1日,日中サービス支援型
,490,合志市,日中サービス支援型　共同生活援助事業　ＤＡＩＳＹ　ＧＡＲＤＥＮ,861-1103,合志市野々島２６０４－１,096-242-6811,ＤＡＩＳＹ　ＧＡＲＤＥＮ　ＲＯＵＧＥ,社会福祉法人　愛火の会,理事長,4322900459,3,2021年10月1日,日中サービス支援型
,491,合志市,日中サービス支援型　共同生活援助事業　ＤＡＩＳＹ　ＧＡＲＤＥＮ,861-1103,合志市野々島２６０４－１,096-242-6811,ＤＡＩＳＹ　ＧＡＲＤＥＮ　ＪＡＵＮＥ,社会福祉法人　愛火の会,理事長,4322900459,4,2021年10月1日,日中サービス支援型
,492,天草市,第二苓山寮グループホーム事業所,863-0006,天草市本町下河内６８０番地,0969-22-1766,グループホーム浜荘,社会福祉法人　啓明会,理事長,4323000010,1,2006年10月1日,介護サービス包括型
,493,天草市,第二苓山寮　　グループホーム事業所,863-0006,天草市本町大字下河内６８０番地,0969-23-7539,グループホーム　はちまん,社会福祉法人　啓明会,理事長,4323000028,1,2006年10月1日,介護サービス包括型
,494,天草市,南海寮グループホーム事業所,863-0006,天草市本町下河内１６８５番地１,0969-23-3850,ホームみなみ,社会福祉法人　啓友会,理事長,4323000036,1,2006年10月1日,介護サービス包括型
,495,天草市,南海寮グループホーム事業所,863-0006,天草市本町下河内１６８５番地１,0969-23-3850,ホームたんぽぽ,社会福祉法人　啓友会,理事長,4323000036,2,2006年10月1日,介護サービス包括型
,496,天草市,ゆうすいグループホーム事業所,863-2201,天草市五和町大字御領２３９５番地の２,0969-32-2355,ゆうすいホーム,社会福祉法人　弘仁会,理事長,4323000044,1,2006年10月1日,外部サービス利用型
,497,天草市,ゆうすいグループホーム事業所,863-2201,天草市五和町大字御領２３９５番地の２,0969-32-2355,ゆうすいくらぶ,社会福祉法人　弘仁会,理事長,4323000044,2,2006年10月1日,外部サービス利用型
,498,天草市,ゆうすいグループホーム事業所,863-2201,天草市五和町大字御領２３９５番地の２,0969-32-2355,グループホームかわせみ,社会福祉法人　弘仁会,理事長,4323000044,3,2006年10月1日,外部サービス利用型
,499,天草市,ゆうすいグループホーム事業所,863-2201,天草市五和町大字御領２３９５番地の２,0969-32-2355,グループホームひばり,社会福祉法人　弘仁会,理事長,4323000044,4,2006年10月1日,外部サービス利用型
,500,天草市,やじろべえ,861-7201,天草市有明町赤崎２５９６番地,0969-53-0663,やじろべえの館,特定非営利活動法人　やじろべえ,理事長,4323000051,1,2006年10月1日,介護サービス包括型
,501,天草市,やじろべえ,861-7201,天草市有明町赤崎２５９６番地,0969-53-0663,やじろべえの館,特定非営利活動法人　やじろべえ,理事長,4323000051,2,2006年10月1日,介護サービス包括型
,502,天草市,グループホーム　天草ポランの広場,863-1111,天草市新和町碇石６６番地の１,0969-46-2411,グループホームたけのこ,社会福祉法人　晃明会,理事長,4323000069,1,2006年10月1日,外部サービス利用型
,503,天草市,グループホーム　天草ポランの広場,863-1111,天草市新和町碇石６６番地の１,0969-46-2411,グループホーム天草ポランの広場,社会福祉法人　晃明会,理事長,4323000069,2,2006年10月1日,外部サービス利用型
,504,天草市,グリーントポス,863-2171,天草市佐伊津町帆崎４０１番地２,0969-22-1770,グリーントポス,社会福祉法人　あまくさ福祉会,理事長,4323000374,1,2010年3月25日,介護サービス包括型
,505,天草市,グループオーム　ダゴバ,863-0022,天草市栄町１４－２４,0969-22-6507,グループホーム　ダゴバ,特定非営利活動法人ステップバイステップ,理事長,4323000382,1,2010年4月1日,外部サービス利用型
,506,天草市,苓南寮グループホーム事業所,863-0049,天草市北原町５番１４号,0969-22-3393,グループホーム花しょうぶ,社会福祉法人　北斗会,理事長,4323000440,1,2011年4月1日,外部サービス利用型
,507,天草市,苓南寮グループホーム事業所,863-0049,天草市北原町５番１４号,0969-22-3393,グループホーム花みずき,社会福祉法人　北斗会,理事長,4323000440,2,2011年4月1日,外部サービス利用型
,508,天草市,苓南寮グループホーム事業所,863-0049,天草市北原町５番１４号,0969-22-3393,グループホーム花あおい,社会福祉法人　北斗会,理事長,4323000440,3,2011年4月1日,外部サービス利用型
,509,天草市,第二苓山寮　グループホーム事業所,863-0006,天草市本町下河内６８０番地,0969-22-1766,グループホームはばたき,社会福祉法人　啓明会,理事長,4323000499,1,2012年1月1日,介護サービス包括型
,510,天草市,グループホーム　宙,863-0006,天草市本町下河内５４２番,0969-22-3873,グループホーム　宙,社会福祉法人　啓明会,理事長,4323000663,1,2014年5月1日,介護サービス包括型
,511,天草市,共同生活支援事業所リンク,861-6403,天草市倉岳町宮田１１７６番地,0969-52-5877,グループホームリンク,NPO法人　地域ふれあいホームリンク,理事長,4323000721,1,2017年7月1日,介護サービス包括型
,512,天草市,てらす,863-0034,天草市浄南町３－４２,0969-66-9475,てらす,株式会社　アト・みらい,代表取締役,4323000762,1,2018年10月9日,介護サービス包括型
,513,天草市,第二苓山寮グループホーム事業所,863-0006,天草市本町下河内６８０番地,0969-22-1766,グループホーム　かなで,社会福祉法人　啓明会,理事長,4323000770,1,2021年5月1日,介護サービス包括型
