事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0122901408,共同生活援助,サルーテⅠ,0718144,北海道旭川市,春光台四条３丁目１６－１３,,0166-55-8851,0166-55-8851,提供中,2007/3/28,医療法人,医療法人社団　圭泉会,北海道旭川市,東旭川町下兵村２５２番地,,14,介護サービス包括型
0124600487,共同生活援助,グループホームドリームマンション１，２，３，４，５，６，７,0800024,北海道帯広市,西十四条南４１丁目１－１２,,0155-66-4812,0155-66-4813,提供中,2007/3/19,営利法人,株式会社　アルムシステム,北海道帯広市,清流西２丁目１９番地４,,89,外部サービス利用型
0120401096,共同生活援助,グループホーム　さくら,0060813,北海道札幌市手稲区,前田３条８丁目４番４号,,011-686-8011,011-686-8012,提供中,2007/3/15,社会福祉法人（社協以外）,社会福祉法人　さくら協働福祉会,北海道札幌市手稲区,前田３条７丁目４－２４,,4,外部サービス利用型
0122901234,共同生活援助,さくらハウス,0798413,北海道旭川市,永山三条２０丁目４番５号,,0166-46-3211,0166-46-3310,提供中,2006/11/22,営利法人,有限会社　さくらサポート,北海道旭川市,永山三条２０丁目４番５号,,24,外部サービス利用型
0120401047,共同生活援助,ぐるーぷほーむ和夢,0630814,北海道札幌市西区,琴似四条２丁目６－１０,,011-621-8708,011-621-8708,提供中,2006/11/1,非営利法人（ＮＰＯ）,特定非営利活動法人　夢家会,北海道札幌市西区,琴似４条２丁目６－１１－１０１号,,42,外部サービス利用型
0125300277,共同生活援助,ふれ愛ホーム,0930084,北海道網走市,向陽ケ丘2丁目14番地1号,,0152-67-4462,0152-45-4688,提供中,2006/10/20,非営利法人（ＮＰＯ）,特定非営利活動法人　ふれ愛,北海道網走市,駒場1丁目4番1号,,11,外部サービス利用型
0127600088,共同生活援助,グループホーム「Vita花川北」,0613211,北海道石狩市,花川北一条５丁目２３８番地,,0133-77-8620,0133-77-8621,提供中,2006/10/1,医療法人,医療法人　天公会石狩ファミリアホスピタル,北海道石狩市,花川南七条5丁目5番地,,17,外部サービス利用型
0127500031,共同生活援助,社会福祉法人　滝川ほほえみ会　ほのぼのハウス,0730023,北海道滝川市,緑町3丁目7番19号,,0125-23-7041,0125-23-7041,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　滝川ほほえみ会,北海道滝川市,滝の川町西５丁目３番２０号,,41,介護サービス包括型
0127400059,共同生活援助,ジョイン,0782607,北海道雨竜郡雨竜町,字満寿３０番地の７９,,0125-77-2828,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　雨竜園,北海道雨竜郡雨竜町,字尾白利加９４番地の１９３,,22,介護サービス包括型
0127300051,共同生活援助,すずらん,0750012,北海道芦別市,北２条東１丁目５番地,,0124-22-2196,0124-22-3370,提供中,2006/10/1,医療法人,医療法人　仁恵会,北海道芦別市,旭町４８番地,,11,介護サービス包括型
0127300028,共同生活援助,きらり,0750006,北海道芦別市,北六条西３丁目８番地,,0124-22-8891,0124-22-0296,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　愛和福祉会,北海道札幌市北区,北８条西３丁目３２番地,,60,介護サービス包括型
0127200145,共同生活援助,博友荘,0791281,北海道赤平市,平岸新光町４丁目３４番地,,0125-37-2077,0125-37-2077,提供中,2006/10/1,医療法人,社会医療法人　博友会,北海道赤平市,平岸新光町２丁目１番地,,20,外部サービス利用型
0127200103,共同生活援助,ケアホームメイプル,0791135,北海道赤平市,錦町２丁目６番地４,,0125-32-3221,0125-32-5176,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北海道光生舎,北海道赤平市,錦町２丁目６番地,,96,介護サービス包括型
0127100246,共同生活援助,農夫の家,0610622,北海道樺戸郡浦臼町,字晩生内31番地の2,,0125-69-2211,0125-69-2213,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　豊寿会,北海道札幌市南区,南沢１８４４番地の３５,,47,介護サービス包括型
0127100220,共同生活援助,共同生活　のぞみ,0730115,北海道砂川市,焼山３４５番地,,0125-54-4375,0125-52-4376,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌緑花会,北海道札幌市西区,山の手３条１２丁目３番１２号,,32,介護サービス包括型
0120403423,共同生活援助,グループホーム　ふたば,0620901,北海道札幌市豊平区,豊平１条６丁目４－３９,,011-826-4220,011-867-0341,休止,2016/10/1,営利法人,株式会社　リーフ,北海道札幌市白石区,菊水２条３丁目１－２１,,6,介護サービス包括型
0127100196,共同生活援助,どんぐり,0730135,北海道砂川市,東五条南4丁目1番2,,0125-52-3893,0125-52-3893,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　くるみ会,北海道砂川市,東５条南４丁目１番２　,,18,外部サービス利用型
0127100055,共同生活援助,みどり荘,0790314,北海道空知郡奈井江町,字チャシュナイ１０３７番地１１０,字チャシュナイ１０３７番地１１１,0125-74-6211,0125-65-2977,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　ないえ福祉会,北海道空知郡奈井江町,字東奈井江７７番地,,42,介護サービス包括型
0126400191,共同生活援助,共同生活援助（介護サービス包括型）　地域生活支援事業　初風,0784432,北海道苫前郡初山別村,字明里147番地の5,,0164-69-4811,0164-69-4811,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　新生会,北海道旭川市,春光台4条10丁目,,12,介護サービス包括型
0126400183,共同生活援助,地域生活支援事業　あとり,0783442,北海道留萌郡小平町,字鬼鹿田代５８５番地の１,,0164-57-9910,0164-57-9910,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　新生会,北海道旭川市,春光台4条10丁目,,39,介護サービス包括型
0126100247,共同生活援助,地域支援センターほたる,0610502,北海道樺戸郡月形町,５２番地３０,,0126-53-2727,0126-53-2727,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札親会,北海道札幌市白石区,菊水一条４丁目５番１号,,14,介護サービス包括型
0126100221,共同生活援助,指定共同生活援助(介護サービス包括型)事業所さくら,0610500,北海道樺戸郡月形町,本町通り２番地,,0126-37-2757,0126-37-2757,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　雪の聖母園,北海道樺戸郡月形町,字当別原野２１５番地４,,32,介護サービス包括型
0126100064,共同生活援助,爽やかネットワーク（共同生活援助）,0720811,北海道美唄市,東７条南２丁目１番１号,,0126-64-4380,0126-64-4542,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人北海道光生会,北海道美唄市,東７条南２丁目１番１号,,180,介護サービス包括型
0125800102,共同生活援助,ハイツ　ひまわり,0690231,北海道空知郡南幌町,北町１丁目５番１０号,,011-378-5311,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　南幌苑,北海道空知郡南幌町,元町１丁目６番１号,,4,介護サービス包括型
0125800086,共同生活援助,拓心荘,0680352,北海道夕張郡栗山町,字大井分１０９番地２,,0123-76-3458,0123-76-3764,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　栗山ゆりの会,北海道夕張郡栗山町,大井分１０８－６,,62,介護サービス包括型
0125700229,共同生活援助,出愛の家,0680005,北海道岩見沢市,５条東１８丁目２５番地,,0126-23-0708,0126-23-0708,提供中,2006/10/1,医療法人,医療法人　緑光会　野宮病院,北海道岩見沢市,５条東１８丁目25番地,,12,外部サービス利用型
0125700088,共同生活援助,地域支援センター南町,0680809,北海道岩見沢市,南町九条2丁目4番9号,,0126-38-5587,0126-38-5788,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　岩見沢清丘園,北海道岩見沢市,日の出町６０４番地,,36,介護サービス包括型
0125300152,共同生活援助,共同生活援助・共同生活介護事業所　サンライズ・ヨピト,0930045,北海道網走市,大曲25番地1,,0152-67-5081,0152-67-5061,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　網走桂福祉会,北海道網走市,呼人722番地1,,38,介護サービス包括型
0125000554,共同生活援助,グループホーム北進1号,0900052,北海道北見市,北進町4丁目2番34号,,0157-31-3343,0157-31-3343,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北の大地,北海道北見市,北9条東1丁目14番地,,88,外部サービス利用型
0124700774,共同生活援助,グループホーム中札内,0891331,北海道河西郡中札内村,西一条南３丁目４番地,,0155-68-3131,0155-68-3131,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　ポロシリ福祉会,北海道河西郡中札内村,西二条南５丁目５番地２,,19,介護サービス包括型
0124700436,共同生活援助,グループホームみどりの園,0894326,北海道足寄郡陸別町,字陸別原野分線８番地２３２,,0156-27-2911,0155-27-2895,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北勝光生会,北海道足寄郡陸別町,字陸別原野基線３２１番地の５,,44,介護サービス包括型
0124700428,共同生活援助,グループホームこんぱす,0830033,北海道中川郡池田町,字利別南町６番地６,,015-578-7530,015-578-7531,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北勝光生会,北海道足寄郡陸別町,字陸別原野基線３２１番地の５,,55,介護サービス包括型
0124700402,共同生活援助,グループホーム明幸寮,0820016,北海道河西郡芽室町,東六条１丁目４,,0155-62-0831,0155-62-0831,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　柏の里めむろ,北海道河西郡芽室町,西土狩北４線４８番地２,,5,外部サービス利用型
0124700378,共同生活援助,飯高荘,0800111,北海道河東郡音更町,木野大通東７丁目１番地,,0155-31-8424,,提供中,2006/10/1,営利法人,飯高建設工業　有限会社,北海道河東郡音更町,木野大通東１０丁目３番地,,7,外部サービス利用型
0124700360,共同生活援助,地域支援センター　らいふ,0800111,北海道河東郡音更町,木野大通東９丁目４番地１－３５,,0155-43-5151,0155-43-5151,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　音更晩成園,北海道河東郡音更町,字東士狩西６線４９番地,,93,介護サービス包括型
0124600404,共同生活援助,あおぞら荘,0800813,北海道帯広市,東十三条南５丁目５番９,,0155-24-3295,0155-66-9244,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　とかち共同作業所,北海道帯広市,東十一条南９丁目１番地６,市民活動プラザ六中,12,外部サービス利用型
0124600388,共同生活援助,ドリームハイツ,0802470,北海道帯広市,西二十条南２丁目５番４号,,0155-33-6332,0155-58-2690,提供中,2006/10/1,医療法人,医療法人社団　博仁会,北海道帯広市,西二十条南２丁目５番３号,,8,外部サービス利用型
0124600370,共同生活援助,伏古の里,0802475,北海道帯広市,西二十五条南３丁目４番地６６,,0155-37-6633,0155-37-6633,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　帯広福祉協会,北海道帯広市,西二十五条南４丁目１０番地の２,,40,介護サービス包括型
0124600354,共同生活援助,障害福祉サービス事業　共同生活援助（介護サービス包括型）　帯広マイトリー,0891242,北海道帯広市,大正町４４３番地２６,,0155-64-4020,0155-64-4900,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　真宗協会,北海道帯広市,空港南町３０３番地１,,65,介護サービス包括型
0124300054,共同生活援助,てつなぎ荘,0883213,北海道川上郡弟子屈町,桜丘3丁目5番7号,,015-482-5015,015-482-5015,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人てつなぎ,北海道川上郡弟子屈町,中央１丁目２番１５号,,17,介護サービス包括型
0124200171,共同生活援助,さくらホーム,0860201,北海道野付郡別海町,別海宮舞町１８９番地の７,,0153-75-0611,0153-75-0611,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　べつかい柏の実会,北海道野付郡別海町,別海９７番地９,,23,介護サービス包括型
0124200148,共同生活援助,グループホーム　双葉荘,0870008,北海道根室市,有磯町1丁目3番地１,,0153-22-8250,0153-22-8250,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　根室明郷会,北海道根室市,厚床２丁目２２１番地１,,6,介護サービス包括型
0124100512,共同生活援助,共同住居グループ　ポレスト,0850824,北海道釧路市,柏木町２番８号,,0154-44-5527,0154-44-5528,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　地域生活支援ネットワークサロン,北海道釧路市,柏木町２番８号,,34,介護サービス包括型
0124100496,共同生活援助,グループホームグラン・パレ,0840917,北海道釧路市,大楽毛南5丁目2番2号,,0154-57-5228,0154-57-5228,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人きらり,北海道釧路市,大楽毛5丁目8番2号,,8,外部サービス利用型
0124100397,共同生活援助,特定非営利活動法人おおぞらネットワーク　グループホーム霧笛,0850036,北海道釧路市,若竹町１８番２号,,0154-22-7082,0154-68-4229,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人おおぞらネットワーク,北海道釧路市,若草町１８番１４号,,19,介護サービス包括型
0124100272,共同生活援助,共同生活援助事業所　はばたき,0880123,北海道釧路市,音別町川東1丁目234番地1,,01547-6-3373,01547-6-3789,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人音別憩いの郷,北海道釧路市,音別町川東1丁目200番地1,,49,介護サービス包括型
0124100264,共同生活援助,グループホームいずみ,0840907,北海道釧路市,鳥取北6丁目7番10号,,0154-32-7400,0154-32-7421,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人釧路恵愛協会,北海道釧路市,北斗76番5号,,6,外部サービス利用型
0124100215,共同生活援助,グループホーム第１つくし,0850032,北海道釧路市,新栄町8番5号,,0154-24-3553,0154-24-3553,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人釧路手をつなぐ育成会,北海道釧路市,旭町12番3号,,7,外部サービス利用型
0124100199,共同生活援助,社会福祉法人釧路愛育協会　すみれホーム,0850057,北海道釧路市,愛国西２丁目１１番７号,,0154-39-6351,0154-39-6352,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人釧路愛育協会,北海道釧路市,紫雲台２番１８号,,22,介護サービス包括型
0124100181,共同生活援助,グループホーム　プルミエ,0850006,北海道釧路市,双葉町17番18号,,0154-65-6500,0154-65-6470,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人釧路のぞみ協会,北海道釧路市,愛国191番5163,,37,介護サービス包括型
0123800245,共同生活援助,べてる生活サポートセンター,0570024,北海道浦河郡浦河町,築地3丁目5-21,,0146-22-5612,0146-22-4707,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　浦河べてるの家,北海道浦河郡浦河町,築地3丁目5-21,,63,介護サービス包括型
0123800237,共同生活援助,えふえ荘,0570036,北海道浦河郡浦河町,字絵笛４２８－３７,,0146-22-4397,0146-22-4397,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　浦河向陽会　,北海道浦河郡浦河町,字絵笛４２６－１,,33,介護サービス包括型
0123800211,共同生活援助,静内ペテカリ生活支援センター,0560005,北海道日高郡新ひだか町,静内こうせい町２丁目８－２７,,0146-42-6677,0146-42-6677,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　静内ペテカリ,北海道日高郡新ひだか町,静内目名４２６－１,,61,介護サービス包括型
0123800120,共同生活援助,共同生活支援事業所いんぐ,0550006,北海道沙流郡日高町,富川南１丁目６番地２６,,01456-2-0011,01456-7-8422,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　愛光会,北海道沙流郡日高町,富川西１２丁目６７－４,,44,介護サービス包括型
0123800112,共同生活援助,せきえい,0550411,北海道沙流郡平取町,振内町２７番地１９,,01457-3-3250,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人平取福祉会,北海道沙流郡平取町,振内町９７番地１,,28,介護サービス包括型
0123700452,共同生活援助,地域サポートセンター　ふれんど,0495605,北海道虻田郡洞爺湖町,高砂町１２８番地５,,0142-82-8587,0142-76-5699,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　あぶた福祉会,北海道虻田郡洞爺湖町,清水１４２番地の３,,56,介護サービス包括型
0123700296,共同生活援助,サポートじゃんぷ,0520021,北海道伊達市,松ケ枝町59番地4,,0142-25-0022,0142-25-0066,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　伊達コスモス２１,北海道伊達市,松ケ枝町５９番地４,,57,介護サービス包括型
0123700270,共同生活援助,だて地域生活支援センターらいむ,0520014,北海道伊達市,舟岡町134-15,,0142-23-5603,0142-21-4556,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北海道社会福祉事業団,北海道札幌市中央区,大通西5丁目11番地,,127,介護サービス包括型
0123600975,共同生活援助,共同生活援助ウイング,0531361,北海道苫小牧市,苫小牧市字美沢１９３－１,,0144-55-0001,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　美々川福祉会,北海道苫小牧市,字美沢193番1,,32,介護サービス包括型
0123600884,共同生活援助,地域生活支援センター　あぷろ,0590904,北海道白老郡白老町,東町3丁目3-6,,0144-82-3308,0144-82-3415,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　白老宏友会,北海道白老郡白老町,川沿1丁目553-1,,98,介護サービス包括型
0123600868,共同生活援助,あけぼのグループホーム,0591501,北海道勇払郡安平町,早来大町９９番地２,,0145-22-3780,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　富門華会,北海道勇払郡安平町,早来富岡１２９番地１,,4,外部サービス利用型
0123600777,共同生活援助,リラックス,0530052,北海道苫小牧市,新開町４丁目７番１６号,,0144-52-1515,0144-52-1717,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　ビバランド,北海道苫小牧市,新開町４丁目７番１６号,,4,外部サービス利用型
0123500274,共同生活援助,共同生活援助事業所「げんせん」,0510004,北海道室蘭市,母恋北町2丁目4番14号,,0143-24-7080,0143-22-5355,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　室蘭言泉学園,北海道室蘭市,母恋北町1丁目4番2号,,74,介護サービス包括型
0123500266,共同生活援助,精神障害者グループホーム「のぞみ寮」,0590034,北海道登別市,鷲別町2丁目32番地1,,0143-82-2200,0143-86-7484,提供中,2006/10/1,その他,医療法人社団　友愛会,北海道登別市,鷲別町2丁目32番地1,,9,外部サービス利用型
0123500258,共同生活援助,グループホーム　アザリア・あじさい,0590463,北海道登別市,中登別町141番5,,0143-83-0311,,提供中,2006/10/1,医療法人,医療法人社団　千寿会,北海道登別市,中登別町２４番地１２,,16,外部サービス利用型
0123200305,共同生活援助,共同生活援助事業所　名寄みどりの郷,0960063,北海道名寄市,字緑丘９番地１,,01654-3-9222,01654-3-9772,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　名寄みどりの郷,北海道名寄市,緑丘９番地１,,40,介護サービス包括型
0123200297,共同生活援助,下川町立障害者グループホーム「ういる」,0981331,北海道上川郡下川町,一の橋６０２番地,,01655-6-2766,01655-6-2766,提供中,2006/10/1,地方公共団体（市町村）,下川町,北海道上川郡下川町,幸町６３番地,,5,介護サービス包括型
0123200271,共同生活援助,あかつき寮,0980332,北海道上川郡剣淵町,緑町７番３号,,0165-26-7077,0165-26-7078,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　剣渕北斗会,北海道上川郡剣淵町,西原町3084番地,,31,介護サービス包括型
0123200255,共同生活援助,体験ハウス西棟,0950029,北海道士別市,大通西３丁目,,0165-22-2120,0165-22-2120,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　しべつ福祉会,北海道士別市,東山町3440番地２６,,40,介護サービス包括型
0123000192,共同生活援助,共同生活援助事業所　ぴあ,0792403,北海道空知郡南富良野町,字幾寅９１４－Ⅰ,,0167-39-7575,0167-52-2300,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　南富良野大乗会,北海道空知郡南富良野町,字幾寅５２８－２,,42,介護サービス包括型
0123000184,共同生活援助,さくら荘,0760022,北海道富良野市,若葉町１２番１６号,,0167-22-2043,0167-22-2047,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　エクゥエート富良野,北海道富良野市,学田三区,,50,介護サービス包括型
0122900384,共同生活援助,すぴか,0708007,北海道旭川市,神楽７条８丁目１番７号,,0167-22-2043,0167-22-2047,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　エクゥエート富良野,北海道富良野市,学田三区,,34,介護サービス包括型
0122900376,共同生活援助,豊聖寮,0788208,北海道旭川市,東旭川町下兵村１１７番地の６,,0166-36-3338,0166-36-3398,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　旭聖会,北海道旭川市,東旭川町下兵村１１７番地の６,,30,介護サービス包括型
0122900368,共同生活援助,オアシス２・７,0700061,北海道旭川市,曙一条７丁目,,0166-21-6400,0166-21-6383,提供中,2006/10/1,営利法人,株式会社　オアシス,北海道旭川市,曙二条７丁目１０２５番３,,9,外部サービス利用型
0122900350,共同生活援助,グループホーム「明り」,0708016,北海道旭川市,神居六条２丁目１番１４号,,0166-62-2611,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　旭川春光会,北海道旭川市,神居町忠和１５５番地１,,24,外部サービス利用型
0122900343,共同生活援助,指定共同生活援助（介護サービス包括型）事業所グループホームきらり,0718141,北海道旭川市,春光台１条１丁目４番３３号,,0166-53-3553,0166-76-4338,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　地域生活支援ネットワークきらり,北海道旭川市,春光台一条１丁目４－３３,,11,介護サービス包括型
0122900327,共同生活援助,ＺＯＯ１０１,0788207,北海道旭川市,東旭川町上兵村２２６番地６,,0166-36-6322,0166-36-6320,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　剣渕北斗会,北海道上川郡剣淵町,西原町3084番地,,41,介護サービス包括型
0122900301,共同生活援助,ねむのきグループホーム,0708016,北海道旭川市,神居６条１９丁目４４番地５,,0166-62-2121,0166-62-9262,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　旭川ねむのき会,北海道旭川市,神居町富沢４３８番地２,,60,介護サービス包括型
0122900285,共同生活援助,圭泉ホーム　び～ぃ,0788207,北海道旭川市,東旭川町上兵村３１番１,,0166-36-1977,0166-36-4193,提供中,2006/10/1,医療法人,医療法人社団　圭泉会,北海道旭川市,東旭川町下兵村２５２番地,,20,介護サービス包括型
0122900020,共同生活援助,医療法人社団志恩会　志恩寮,0700842,北海道旭川市,大町２条１５丁目９２番地の１１４,,0166-54-8106,0166-54-2606,提供中,2006/10/1,医療法人,医療法人社団　志恩会,北海道旭川市,大町２条１４丁目９２番地の１６,,20,外部サービス利用型
0122500176,共同生活援助,若者宿,0460132,北海道古平郡古平町,歌棄町２０３番地,,0135-42-2936,1035-42-2938,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人古平福祉会,北海道古平郡古平町,大字新地町21番地4号,,251,介護サービス包括型
0122500044,共同生活援助,ふきのとう,0482402,北海道余市郡仁木町,大江１丁目３５６番地１０,,0135-33-5737,0135-33-5735,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　後志報恩会,北海道余市郡仁木町,銀山２丁目１３４番地,,41,介護サービス包括型
0122300056,共同生活援助,アットホームのぞみ,0450001,北海道岩内郡岩内町,字大浜18-21,,0135-63-1180,0135-63-1180,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人あけぼの福祉会,北海道岩内郡岩内町,字野束２１０番地,,28,介護サービス包括型
0122200033,共同生活援助,くら～す,0440052,北海道虻田郡倶知安町,北2条西1丁目11-1,,0136-55-5258,0136-55-5770,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　愛和福祉会,北海道札幌市北区,北８条西３丁目３２番地,,28,介護サービス包括型
0122100027,共同生活援助,いずみホーム,0480101,北海道寿都郡黒松内町,字黒松内５６５番地２,,0136-77-2950,0136-72-3952,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　黒松内つくし園,北海道寿都郡黒松内町,字黒松内５６２番地１,,25,外部サービス利用型
0122000326,共同生活援助,グループホーム幸,0470037,北海道小樽市,幸４丁目７番４号,,0134-22-1098,0134-29-3170,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　塩谷福祉会,北海道小樽市,塩谷４丁目７２番地,,40,介護サービス包括型
0122000243,共同生活援助,ライフサポート・たかしま館,0470041,北海道小樽市,手宮1丁目5番24号,,0134-31-4884,0134-64-1010,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　小樽高島福祉会,北海道小樽市,手宮１丁目５番３０号,,94,介護サービス包括型
0122000094,共同生活援助,地域支援センターゆう,0470261,北海道小樽市,見晴町１２番４号,,0134-62-1966,0134-62-1966,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌緑花会,北海道札幌市西区,山の手３条１２丁目３番１２号,,79,介護サービス包括型
0122000037,共同生活援助,グループホーム支援センター　にじ,0470156,北海道小樽市,小樽市桜２丁目３１番１５号,,0134-61-1007,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　後志報恩会,北海道余市郡仁木町,銀山２丁目１３４番地,,44,介護サービス包括型
0121700165,共同生活援助,ひかりホーム,0494308,北海道瀬棚郡今金町,字今金412番地の73,,0137-82-1407,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　光の里,北海道瀬棚郡今金町,字神丘912番地の11,,13,介護サービス包括型
0121600266,共同生活援助,村田ホーム,0430022,北海道檜山郡江差町,字伏木戸町586－5,,0139-52-5361,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　あすなろ福祉会,北海道檜山郡江差町,字豊川町62-2,,22,外部サービス利用型
0121600258,共同生活援助,乙部緑町寮,0430103,北海道爾志郡乙部町,字緑町233-3,,0139-62-4141,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　あすなろ福祉会,北海道檜山郡江差町,字豊川町62-2,,10,外部サービス利用型
0121600241,共同生活援助,はらだハイツ,0430042,北海道檜山郡江差町,上野町42,,0139-52-0710,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　あすなろ福祉会,北海道檜山郡江差町,字豊川町62-2,,20,外部サービス利用型
0121600233,共同生活援助,はまなす荘,0430024,北海道檜山郡江差町,尾山町54,,0139-52-2032,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　あすなろ福祉会,北海道檜山郡江差町,字豊川町62-2,,24,外部サービス利用型
0121500367,共同生活援助,明和荘,0490282,北海道北斗市,当別697番地,,0138-85-8586,0138-85-8548,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　侑愛会,北海道北斗市,追分7丁目8番9号,,30,介護サービス包括型
0121500334,共同生活援助,つぐみ荘,0490101,北海道北斗市,追分2丁目51番3号,,0138-49-7604,0138-49-4034,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　侑愛会,北海道北斗市,追分7丁目8番9号,,110,介護サービス包括型
0121500219,共同生活援助,障がい者グループホーム有夢,0411135,北海道亀田郡七飯町,緑町３丁目１番２４号,,0138-65-1551,0138-65-1222,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　七飯有隣会,北海道亀田郡七飯町,鳴川3丁目25番2号,,29,介護サービス包括型
0121500185,共同生活援助,ハイツつくし,0411231,北海道北斗市,向野１丁目１－38,,0138-77-6446,0138-77-6888,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　函館緑花会,北海道函館市,湯川町1丁目31番1号,,14,介護サービス包括型
0121500151,共同生活援助,グループホームすみれ,0411111,北海道亀田郡七飯町,本町1丁目5番11号,,0138-65-0668,0138-65-0668,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　道南福祉ねっと,北海道亀田郡七飯町,本町4丁目20番2号,,57,介護サービス包括型
